sample_name,abdominal,caudal,img_name,crosses,plates,wells,split
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF11,12,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F11.tif,14-2_Female_x_60-1_Male,plate8,F11,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE8_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE8,12,17,PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E8.tif,14-2_Female_x_60-1_Male,plate11,E8,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCG12_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCG12,13,18,PLATE 15 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G12.tif,14-2_Female_x_60-1_Male,plate15,G12,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH7_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH7,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H7.tif,14-2_Female_x_60-1_Male,plate17,H7,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE9_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE9,13,18,PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E9.tif,14-2_Female_x_60-1_Male,plate11,E9,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF12,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F12.tif,14-2_Female_x_60-1_Male,plate8,F12,train
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCB8_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCB8,13,18,PLATE 18 F2 VC_ Female 14-2 F14 x Male 60-1 F14_B8.tif,14-2_Female_x_60-1_Male,plate18,B8,train
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA11_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA11,13,16,PLATE 18 F2 VC_ Female 14-2 F14 x Male 60-1 F14_A11.tif,14-2_Female_x_60-1_Male,plate18,A11,train
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA5_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA5,13,18,PLATE 18 F2 VC_ Female 14-2 F14 x Male 60-1 F14_A5.tif,14-2_Female_x_60-1_Male,plate18,A5,train
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA4_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA4,13,17,PLATE 18 F2 VC_ Female 14-2 F14 x Male 60-1 F14_A4.tif,14-2_Female_x_60-1_Male,plate18,A4,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCF1_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCF1,11,18,PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F1.tif,14-2_Female_x_60-1_Male,plate11,F1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF2,12,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F2.tif,14-2_Female_x_60-1_Male,plate8,F2,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE10_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE10,12,18,PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E10.tif,14-2_Female_x_60-1_Male,plate11,E10,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH9_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH9,13,18,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H9.tif,14-2_Female_x_60-1_Male,plate17,H9,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH4_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH4,12,18,PLATE 15 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H4.tif,14-2_Female_x_60-1_Male,plate15,H4,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH3_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH3,13,16,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H3.tif,14-2_Female_x_60-1_Male,plate17,H3,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD8,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D8.tif,14-2_Female_x_60-1_Male,plate22,D8,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH10_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH10,13,17,PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H10.tif,14-2_Female_x_60-1_Male,plate10,H10,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF3_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF3,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F3.tif,14-2_Female_x_60-1_Male,plate22,F3,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD4,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D4.tif,14-2_Female_x_60-1_Male,plate22,D4,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH1_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH1,13,17,PLATE 15 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H1.tif,14-2_Female_x_60-1_Male,plate15,H1,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF12,14,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F12.tif,14-2_Female_x_60-1_Male,plate22,F12,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH7_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH7,13,16,PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H7.tif,14-2_Female_x_60-1_Male,plate10,H7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCG6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCG6,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G6.tif,14-2_Female_x_60-1_Male,plate8,G6,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD9_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD9,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D9.tif,14-2_Female_x_60-1_Male,plate22,D9,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH5_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH5,13,16,PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H5.tif,14-2_Female_x_60-1_Male,plate10,H5,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD5,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D5.tif,14-2_Female_x_60-1_Male,plate22,D5,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF8,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F8.tif,14-2_Female_x_60-1_Male,plate22,F8,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH6_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH6,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H6.tif,14-2_Female_x_60-1_Male,plate17,H6,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF1_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF1,13,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F1.tif,14-2_Female_x_60-1_Male,plate22,F1,train
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA9_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA9,13,17,PLATE 18 F2 VC_ Female 14-2 F14 x Male 60-1 F14_A9.tif,14-2_Female_x_60-1_Male,plate18,A9,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF4,12,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F4.tif,14-2_Female_x_60-1_Male,plate22,F4,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH2_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH2,13,18,PLATE 15 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H2.tif,14-2_Female_x_60-1_Male,plate15,H2,train
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA6_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA6,13,17,PLATE 18 F2 VC_ Female 14-2 F14 x Male 60-1 F14_A6.tif,14-2_Female_x_60-1_Male,plate18,A6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCG3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCG3,12,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G3.tif,14-2_Female_x_60-1_Male,plate8,G3,train
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA8_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate18F2VCA8,13,17,PLATE 18 F2 VC_ Female 14-2 F14 x Male 60-1 F14_A8.tif,14-2_Female_x_60-1_Male,plate18,A8,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE4,13,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E4.tif,14-2_Female_x_60-1_Male,plate22,E4,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH11_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCH11,13,18,PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H11.tif,14-2_Female_x_60-1_Male,plate10,H11,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH5_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate15F2VCH5,13,17,PLATE 15 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H5.tif,14-2_Female_x_60-1_Male,plate15,H5,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCG2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCG2,12,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G2.tif,14-2_Female_x_60-1_Male,plate8,G2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF4,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F4.tif,14-2_Female_x_60-1_Male,plate8,F4,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH12_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH12,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H12.tif,14-2_Female_x_60-1_Male,plate17,H12,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH11_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH11,13,18,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H11.tif,14-2_Female_x_60-1_Male,plate17,H11,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH4_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH4,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H4.tif,14-2_Female_x_60-1_Male,plate17,H4,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF5,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F5.tif,14-2_Female_x_60-1_Male,plate22,F5,train
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE12,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E12.tif,14-2_Female_x_60-1_Male,plate22,E12,train
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE7_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate11F2VCE7,12,18,PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E7.tif,14-2_Female_x_60-1_Male,plate11,E7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCF3,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F3.tif,14-2_Female_x_60-1_Male,plate8,F3,train
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH8_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH8,13,18,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H8.tif,14-2_Female_x_60-1_Male,plate17,H8,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCB6_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCB6,14,15,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_B6.tif,14-2_Female_x_72-1_Male,plate3,B6,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA1_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA1,14,16,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_A1.tif,14-2_Female_x_72-1_Male,plate3,A1,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCB2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCB2,13,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_B2.tif,14-2_Female_x_72-1_Male,plate3,B2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCE5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCE5,12,17,PLATE 4 F2 VC_Female 14-2 F14 x Male 72-1 F14_E5.tif,14-2_Female_x_72-1_Male,plate4,E5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCF3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCF3,13,16,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_F3.tif,14-2_Female_x_72-1_Male,plate3,F3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD9,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D9.tif,14-2_Female_x_72-1_Male,plate8,D9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCD7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCD7,13,16,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_D7.tif,14-2_Female_x_72-1_Male,plate3,D7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB9,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_B9.tif,14-2_Female_x_72-1_Male,plate7,B9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCD2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCD2,14,16,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_D2.tif,14-2_Female_x_72-1_Male,plate3,D2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCD12_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCD12,12,18,PLATE 4 F2 VC_Female 14-2 F14 x Male 72-1 F14_D12.tif,14-2_Female_x_72-1_Male,plate4,D12,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCD3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCD3,14,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_D3.tif,14-2_Female_x_72-1_Male,plate3,D3,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA5,14,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_A5.tif,14-2_Female_x_72-1_Male,plate3,A5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCC1_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCC1,13,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_C1.tif,14-2_Female_x_72-1_Male,plate3,C1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC2,12,17,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C2.tif,14-2_Female_x_72-1_Male,plate7,C2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCB5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCB5,13,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_B5.tif,14-2_Female_x_72-1_Male,plate3,B5,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD10,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D10.tif,14-2_Female_x_72-1_Male,plate8,D10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCF3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCF3,12,18,PLATE 4 F2 VC_Female 14-2 F14 x Male 72-1 F14_F3.tif,14-2_Female_x_72-1_Male,plate4,F3,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA2,14,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_A2.tif,14-2_Female_x_72-1_Male,plate3,A2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCE2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCE2,12,18,PLATE 4 F2 VC_Female 14-2 F14 x Male 72-1 F14_E2.tif,14-2_Female_x_72-1_Male,plate4,E2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD6,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D6.tif,14-2_Female_x_72-1_Male,plate7,D6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD7,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D7.tif,14-2_Female_x_72-1_Male,plate8,D7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCE5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCE5,13,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_E5.tif,14-2_Female_x_72-1_Male,plate3,E5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCE6_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCE6,13,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_E6.tif,14-2_Female_x_72-1_Male,plate3,E6,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCE7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCE7,12,18,PLATE 4 F2 VC_Female 14-2 F14 x Male 72-1 F14_E7.tif,14-2_Female_x_72-1_Male,plate4,E7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCC3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCC3,13,16,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_C3.tif,14-2_Female_x_72-1_Male,plate3,C3,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCA10,13,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_A10.tif,14-2_Female_x_72-1_Male,plate3,A10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE8,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E8.tif,14-2_Female_x_72-1_Male,plate8,E8,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCF1_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCF1,14,16,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_F1.tif,14-2_Female_x_72-1_Male,plate3,F1,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCD9_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate4F2VCD9,12,18,PLATE 4 F2 VC_Female 14-2 F14 x Male 72-1 F14_D9.tif,14-2_Female_x_72-1_Male,plate4,D9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCE8_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate3F2VCE8,13,17,PLATE 3 F2 VC_Female 14-2 F14 x Male 72-1 F14_E8.tif,14-2_Female_x_72-1_Male,plate3,E8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB12,12,17,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_B12.tif,14-2_Female_x_72-1_Male,plate7,B12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC3,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C3.tif,14-2_Female_x_72-1_Male,plate7,C3,train
