sample_name,abdominal,caudal,img_name,crosses,plates,wells,split
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCD3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCD3,12,19,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_D3.tif,14-2_Male_x_72-1_Female,plate6,D3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCD8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCD8,12,17,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_D8.tif,14-2_Male_x_72-1_Female,plate6,D8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE10,12,17,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_E10.tif,14-2_Male_x_72-1_Female,plate6,E10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE12,12,17,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_E12.tif,14-2_Male_x_72-1_Female,plate6,E12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE3,12,16,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_E3.tif,14-2_Male_x_72-1_Female,plate6,E3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE4,13,18,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_E4.tif,14-2_Male_x_72-1_Female,plate6,E4,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE6,12,18,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_E6.tif,14-2_Male_x_72-1_Female,plate6,E6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE8,12,18,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_E8.tif,14-2_Male_x_72-1_Female,plate6,E8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCE9,11,18,PLATE 6 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_E9.tif,14-2_Male_x_72-1_Female,plate6,E9,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF11,13,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F11.tif,95-1_Female_x_72-1_Male,plate6,F11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF12,12,19,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F12.tif,95-1_Female_x_72-1_Male,plate6,F12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF3,13,17,PLATE 6 F2 VC_ Male 95-1 F14 x Female 72-1 F14_F3.tif,95-1_Male_x_72-1_Female,plate6,F3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF6,12,19,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F6.tif,95-1_Female_x_72-1_Male,plate6,F6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF7,13,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F7.tif,95-1_Female_x_72-1_Male,plate6,F7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCF8,12,19,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F8.tif,95-1_Female_x_72-1_Male,plate6,F8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG12,12,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_G12.tif,95-1_Female_x_129-1_Male,plate6,G12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG2,13,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_G2.tif,95-1_Female_x_72-1_Male,plate6,G2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG5,13,17,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_G5.tif,95-1_Female_x_72-1_Male,plate6,G5,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG7,12,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 72-1 F14_G7.tif,95-1_Female_x_72-1_Male,plate6,G7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCG8,12,19,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_G8.tif,95-1_Female_x_129-1_Male,plate6,G8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH1,13,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_H1.tif,95-1_Female_x_129-1_Male,plate6,H1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH11,12,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_H11.tif,95-1_Female_x_129-1_Male,plate6,H11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH12,12,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_H12.tif,95-1_Female_x_129-1_Male,plate6,H12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH2,12,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_H2.tif,95-1_Female_x_129-1_Male,plate6,H2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH3,12,19,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_H3.tif,95-1_Female_x_129-1_Male,plate6,H3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate6F2VCH8,13,18,PLATE 6 F2 VC_ Female 95-1 F14 x Male 129-1 F14_H8.tif,95-1_Female_x_129-1_Male,plate6,H8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA1,12,19,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_Tank bottom_A1.tif,95-1_Female_x_72-1_Male,plate7,A1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA10,12,17,PLATE 7 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_A10.tif,14-2_Male_x_72-1_Female,plate7,A10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA11,13,16,PLATE 7 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_A11.tif,14-2_Male_x_72-1_Female,plate7,A11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA2,12,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_Tank bottom_A2.tif,95-1_Female_x_72-1_Male,plate7,A2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA4,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_Tank bottom_A4.tif,95-1_Female_x_72-1_Male,plate7,A4,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA5,12,19,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_Tank bottom_A5.tif,95-1_Female_x_72-1_Male,plate7,A5,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA6,12,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_Tank bottom_A6.tif,95-1_Female_x_72-1_Male,plate7,A6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCA8,13,17,PLATE 7 F2 VC_ Male 14-2 F14 x Female 72-1 F14_Tank bottom_A8.tif,14-2_Male_x_72-1_Female,plate7,A8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB10,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_B10.tif,14-2_Female_x_72-1_Male,plate7,B10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB4,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_B4.tif,95-1_Male_x_72-1_Female,plate7,B4,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB6,13,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_B6.tif,95-1_Male_x_72-1_Female,plate7,B6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCB7,13,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_B7.tif,95-1_Male_x_72-1_Female,plate7,B7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC10,13,17,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C10.tif,14-2_Female_x_72-1_Male,plate7,C10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC11,13,17,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C11.tif,14-2_Female_x_72-1_Male,plate7,C11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC12,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C12.tif,14-2_Female_x_72-1_Male,plate7,C12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC3,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C3.tif,14-2_Female_x_72-1_Male,plate7,C3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC4,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C4.tif,14-2_Female_x_72-1_Male,plate7,C4,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCC9,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_C9.tif,14-2_Female_x_72-1_Male,plate7,C9,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD1,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D1.tif,14-2_Female_x_72-1_Male,plate7,D1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD10,12,18,PLATE 7 F2 VC_ Male 14-2 F14 x Female 72-1 F14_D10.tif,14-2_Male_x_72-1_Female,plate7,D10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD2,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D2.tif,14-2_Female_x_72-1_Male,plate7,D2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD3,13,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D3.tif,14-2_Female_x_72-1_Male,plate7,D3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD5,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D5.tif,14-2_Female_x_72-1_Male,plate7,D5,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD7,12,18,PLATE 7 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D7.tif,14-2_Female_x_72-1_Male,plate7,D7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCD9,13,18,PLATE 7 F2 VC_ Male 14-2 F14 x Female 72-1 F14_D9.tif,14-2_Male_x_72-1_Female,plate7,D9,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCE10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCE10,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_E10.tif,95-1_Female_x_72-1_Male,plate7,E10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCE4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCE4,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_E4.tif,95-1_Male_x_72-1_Female,plate7,E4,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCE6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCE6,12,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_E6.tif,95-1_Male_x_72-1_Female,plate7,E6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF1,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F1.tif,95-1_Female_x_72-1_Male,plate7,F1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF11,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_F11.tif,95-1_Male_x_72-1_Female,plate7,F11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF4,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F4.tif,95-1_Female_x_72-1_Male,plate7,F4,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF9,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_F9.tif,95-1_Male_x_72-1_Female,plate7,F9,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG1,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_G1.tif,95-1_Male_x_72-1_Female,plate7,G1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG10,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G10.tif,95-1_Female_x_33-1_Male,plate7,G10,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG12,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G12.tif,95-1_Female_x_33-1_Male,plate7,G12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG2,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_G2.tif,95-1_Male_x_72-1_Female,plate7,G2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH11,12,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 10-1 F14_H11.tif,95-1_Male_x_10-1_Female,plate7,H11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH4,12,19,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_H4.tif,95-1_Female_x_33-1_Male,plate7,H4,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH5,12,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_H5.tif,95-1_Female_x_33-1_Male,plate7,H5,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA1,13,18,PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A1.tif,95-1_Male_x_10-1_Female,plate8,A1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA11,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A11.tif,95-1_Female_x_10-1_Male,plate8,A11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA2,13,17,PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A2.tif,95-1_Male_x_10-1_Female,plate8,A2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA6,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A6.tif,95-1_Female_x_10-1_Male,plate8,A6,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA8,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A8.tif,95-1_Female_x_10-1_Male,plate8,A8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB12,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B12.tif,14-2_Female_x_10-1_Male,plate8,B12,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB2,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B2.tif,95-1_Female_x_10-1_Male,plate8,B2,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB3,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B3.tif,95-1_Female_x_10-1_Male,plate8,B3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB7,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B7.tif,95-1_Female_x_10-1_Male,plate8,B7,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB8,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B8.tif,14-2_Female_x_10-1_Male,plate8,B8,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB9,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B9.tif,14-2_Female_x_10-1_Male,plate8,B9,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC1,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C1.tif,14-2_Female_x_10-1_Male,plate8,C1,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC11,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C11.tif,14-2_Female_x_10-1_Male,plate8,C11,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC3,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C3.tif,14-2_Female_x_10-1_Male,plate8,C3,train
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC4,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C4.tif,14-2_Female_x_10-1_Male,plate8,C4,train
